,companion,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits,units,units_name,trait_name,Aatrox_1,Aatrox_2,Aatrox_3,Annie_1,Annie_2,Annie_3,Ashe_1,Ashe_2,Ashe_3,Azir_1,Azir_2,Azir_3,Brand_1,Brand_2,Brand_3,Braum_1,Braum_2,Braum_3,Diana_1,Diana_2,Diana_3,DrMundo_1,DrMundo_2,DrMundo_3,Ezreal_1,Ezreal_2,Ezreal_3,Ivern_1,Ivern_2,Ivern_3,Janna_1,Janna_2,Janna_3,Jax_1,Jax_2,Jax_3,Khazix_1,Khazix_2,Khazix_3,Kindred_1,Kindred_2,Kindred_3,KogMaw_1,KogMaw_2,KogMaw_3,Leblanc_1,Leblanc_2,Leblanc_3,Lucian_1,Lucian_2,Lucian_3,Lux_1,Lux_2,Malphite_1,Malphite_2,Malphite_3,Malzahar_1,Malzahar_2,Malzahar_3,Maokai_1,Maokai_2,Maokai_3,MasterYi_1,MasterYi_2,Nami_1,Nami_2,Nasus_1,Nasus_2,Nasus_3,Nautilus_1,Nautilus_2,Nautilus_3,Neeko_1,Neeko_2,Neeko_3,Nocturne_1,Nocturne_2,Nocturne_3,Olaf_1,Olaf_2,Olaf_3,Ornn_1,Ornn_2,Ornn_3,Qiyana_1,Qiyana_2,Qiyana_3,RekSai_1,RekSai_2,RekSai_3,Renekton_1,Renekton_2,Renekton_3,Singed_1,Singed_2,Sion_1,Sion_2,Sion_3,Sivir_1,Sivir_2,Sivir_3,Skarner_1,Skarner_2,Skarner_3,Soraka_1,Soraka_2,Soraka_3,Syndra_1,Syndra_2,Syndra_3,Taliyah_1,Taliyah_2,Taliyah_3,Taric_1,Taric_2,Thresh_1,Thresh_2,Thresh_3,Twitch_1,Twitch_2,Twitch_3,Varus_1,Varus_2,Varus_3,Vayne_1,Vayne_2,Vayne_3,Veigar_1,Veigar_2,Veigar_3,Vladimir_1,Vladimir_2,Vladimir_3,Volibear_1,Volibear_2,Volibear_3,Warwick_1,Warwick_2,Warwick_3,Yasuo_1,Yasuo_2,Yasuo_3,Yorick_1,Yorick_2,Yorick_3,Zed_1,Zed_2,Zyra_1,Zyra_2,Zyra_3,_1,_2,_3,Alchemist_1,Avatar_1,Berserker_0,Berserker_1,Berserker_2,Celestial_0,Celestial_1,Crystal_0,Crystal_1,Crystal_2,Desert_0,Desert_1,Desert_2,Druid_0,Druid_1,Electric_0,Electric_1,Electric_2,Electric_3,Inferno_0,Inferno_1,Inferno_2,Inferno_3,Light_0,Light_1,Light_2,Light_3,Mage_0,Mage_1,Mage_2,Metal_0,Metal_1,Metal_2,Metal_3,Mountain_0,Mountain_1,Mystic_0,Mystic_1,Mystic_2,Ocean_0,Ocean_1,Ocean_2,Ocean_3,Poison_0,Poison_1,Predator_0,Predator_1,Set2_Assassin_0,Set2_Assassin_1,Set2_Assassin_2,Set2_Blademaster_0,Set2_Blademaster_1,Set2_Blademaster_2,Set2_Blademaster_3,Set2_Glacial_0,Set2_Glacial_1,Set2_Glacial_2,Set2_Glacial_3,Set2_Ranger_0,Set2_Ranger_1,Set2_Ranger_2,Set2_Ranger_3,Shadow_0,Shadow_1,Shadow_2,Soulbound_0,Soulbound_1,Summoner_0,Summoner_1,Summoner_2,Warden_0,Warden_1,Warden_2,Warden_3,Wind_0,Wind_1,Wind_2,Wind_3,Woodland_0,Woodland_1,Woodland_2,summonerName,division_tier
0,"{'content_ID': '02eea988-663d-496b-b9b2-43a01b8a9e88', 'skin_ID': 1, 'species': 'PetGhosty'}",115,17,5,8,0,WmmLH6MHbw1ZIkyNUQZZuQzoRGflv6kQLZx-7zU0YPzWgZQKSJ7KFRell9J8HrIg3X9zl08b2UpQaQ,908.6009521484375,0,"[{'name': 'Desert', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Druid', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Set2_Blademaster', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Woodland', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}]","[{'character_id': 'TFT2_Neeko', 'items': [2], 'name': 'Neeko', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT2_Neeko', 'items': [7], 'name': 'Neeko', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT2_Sivir', 'items': [9], 'name': 'Sivir', 'rarity': 2, 'tier': 1}]","Neeko_1,Neeko_1,Sivir_1","Desert_0,Druid_0,Set2_Blademaster_0,Woodland_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TheKingBox,BRONZE_I
1,"{'content_ID': 'a8cca427-0ee2-45e2-8b06-4019cdd0757d', 'skin_ID': 1, 'species': 'PetMiniGolem'}",0,34,7,3,1,Nm0HavuJpxcfROk26utkMx0_KMgutlt2NAI7w79jSqvBZSn5ggNQgBIZgB6MAowFhXbhfJCG7E27lA,1979.792724609375,137,"[{'name': 'Berserker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Inferno', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Ocean', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Summoner', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT2_Zyra', 'items': [36], 'name': 'Zyra', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT2_Thresh', 'items': [10203, 57], 'name': 'Thresh', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT2_Malzahar', 'items': [], 'name': 'Malzahar', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Varus', 'items': [36], 'name': 'Varus', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Kindred', 'items': [14, 23, 26], 'name': 'Kindred', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Nautilus', 'items': [5], 'name': 'Nautilus', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT2_Sion', 'items': [57], 'name': 'Sion', 'rarity': 2, 'tier': 2}]","Zyra_3,Thresh_3,Malzahar_2,Varus_2,Kindred_2,Nautilus_1,Sion_2","Berserker_0,Inferno_1,Ocean_1,Set2_Ranger_1,Shadow_1,Summoner_0,Warden_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Softcookie759,BRONZE_I
2,"{'content_ID': '52fbe476-4038-432f-b94e-42914f921320', 'skin_ID': 16, 'species': 'PetGrumpyLion'}",17,41,9,1,5,ahOcuDMHBSMgVMUhmeajaxJ81eJ5J94aU-MyYn0Doi2LW6tkZs79B8puyrwTTCofd-M7lgUX_yxJbw,2267.7685546875,231,"[{'name': 'Berserker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Crystal', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 2}, {'name': 'Light', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Metal', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mystic', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Predator', 'num_units': 3, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set2_Glacial', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Warden', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT2_Warwick', 'items': [], 'name': 'Warwick', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Braum', 'items': [], 'name': 'Braum', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_RekSai', 'items': [], 'name': 'RekSai', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Skarner', 'items': [10204], 'name': 'Skarner', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Ezreal', 'items': [22, 24], 'name': 'Ezreal', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Ezreal', 'items': [14, 14, 33], 'name': 'Ezreal', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Soraka', 'items': [10204, 37], 'name': 'Soraka', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Olaf', 'items': [79], 'name': 'Olaf', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Ashe', 'items': [23, 24, 11], 'name': 'Ashe', 'rarity': 3, 'tier': 2}]","Warwick_2,Braum_2,RekSai_2,Skarner_2,Ezreal_2,Ezreal_2,Soraka_2,Olaf_2,Ashe_2","Berserker_0,Crystal_1,Light_0,Metal_0,Mystic_0,Predator_1,Set2_Glacial_2,Set2_Ranger_1,Warden_0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fl4m3dRUn3z,BRONZE_I
3,"{'content_ID': '5897ad9f-4665-4372-8f3e-6c878adb8918', 'skin_ID': 1, 'species': 'PetTFTAvatar'}",1,40,8,2,0,3p1a36mSaFPeYbcxE6GUPRyyx7QV6BhCDPm9sWxBCg2bXszgRfKWHnZAq4zPtPG8PkEiFqNB5ORB3Q,2244.30908203125,179,"[{'name': 'Celestial', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Mage', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Mystic', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Ocean', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set2_Glacial', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}]","[{'character_id': 'TFT2_Vladimir', 'items': [47, 10204], 'name': 'Vladimir', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT2_Leona', 'items': [56, 15, 9], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT2_Braum', 'items': [15], 'name': 'Braum', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Thresh', 'items': [5], 'name': 'Thresh', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Syndra', 'items': [17, 4, 27], 'name': 'Syndra', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT2_Nautilus', 'items': [], 'name': 'Nautilus', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Veigar', 'items': [99], 'name': 'Veigar', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Karma', 'items': [36], 'name': '', 'rarity': 2, 'tier': 2}]","Vladimir_3,_3,Braum_2,Thresh_2,Syndra_3,Nautilus_2,Veigar_2,_2","Celestial_1,Mage_1,Mystic_0,Ocean_2,Set2_Glacial_0,Shadow_0,Warden_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,its ya boi ace,BRONZE_I
4,"{'content_ID': '38f3a8b5-4c3b-456b-b755-ce6260df502a', 'skin_ID': 10, 'species': 'PetHextechBirb'}",6,34,8,3,3,TaCFApAsrhXsqzDLdNukNWR502yK8zZhQau4-j1g6Qu7e6M7dlcaOgV5VKgIVIqzW0uuPti4zp-sFg,1957.56689453125,117,"[{'name': 'Crystal', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 2}, {'name': 'Inferno', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mountain', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Ocean', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Poison', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Set2_Glacial', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}]","[{'character_id': 'TFT2_Varus', 'items': [], 'name': 'Varus', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Kindred', 'items': [57, 58], 'name': 'Kindred', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Nautilus', 'items': [], 'name': 'Nautilus', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Ezreal', 'items': [3], 'name': 'Ezreal', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Twitch', 'items': [], 'name': 'Twitch', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Malphite', 'items': [45, 37], 'name': 'Malphite', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Ashe', 'items': [24, 69, 24], 'name': 'Ashe', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Taric', 'items': [], 'name': 'Taric', 'rarity': 4, 'tier': 1}]","Varus_2,Kindred_2,Nautilus_2,Ezreal_2,Twitch_2,Malphite_2,Ashe_2,Taric_1","Crystal_1,Inferno_0,Mountain_0,Ocean_0,Poison_0,Set2_Glacial_0,Set2_Ranger_2,Shadow_0,Warden_2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,zenpai,BRONZE_I
5,"{'content_ID': 'fcd5425d-9a58-43f1-bd7f-f73541e415f8', 'skin_ID': 13, 'species': 'PetTurtle'}",4,41,9,1,2,00pHUgiXVk7NG-TgjUMsSVCekMb5KHLkLXJVhSk2np_ZSysTi2waLJ2r9pauDkmkT7_iCqGLawdhlw,2270.88671875,153,"[{'name': 'Berserker', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Crystal', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Druid', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Electric', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Mage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Poison', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Set2_Assassin', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Blademaster', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Glacial', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Woodland', 'num_units': 3, 'style': 3, 'tier_current': 1, 'tier_total': 2}]","[{'character_id': 'TFT2_Ivern', 'items': [], 'name': 'Ivern', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Ornn', 'items': [], 'name': 'Ornn', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT2_Braum', 'items': [10204], 'name': 'Braum', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_LeBlanc', 'items': [88], 'name': 'Leblanc', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT2_Volibear', 'items': [10204], 'name': 'Volibear', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT2_Neeko', 'items': [79, 17, 36], 'name': 'Neeko', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_DrMundo', 'items': [44], 'name': 'DrMundo', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Ezreal', 'items': [15, 57], 'name': 'Ezreal', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Olaf', 'items': [28, 69], 'name': 'Olaf', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Ashe', 'items': [49, 4], 'name': 'Ashe', 'rarity': 3, 'tier': 2}]","Ivern_2,Ornn_1,Braum_2,Leblanc_3,Volibear_1,Neeko_2,DrMundo_2,Ezreal_2,Olaf_2,Ashe_2","Berserker_1,Crystal_0,Druid_1,Electric_1,Mage_0,Poison_0,Set2_Assassin_0,Set2_Blademaster_0,Set2_Glacial_2,Set2_Ranger_1,Warden_1,Woodland_1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,ooderot,BRONZE_I
6,"{'content_ID': '5897ad9f-4665-4372-8f3e-6c878adb8918', 'skin_ID': 1, 'species': 'PetTFTAvatar'}",57,37,8,1,4,Sk4dEKnDzhWlUYUfswx5GwF0rWBFwpmpLf_0kO75FcvDfbKfDniyVB4OyamXhE92Xp3V1Nop52bb8w,2183.87841796875,226,"[{'name': 'Crystal', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Inferno', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mage', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Mountain', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Mystic', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Ocean', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Warden', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Wind', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT2_Syndra', 'items': [], 'name': 'Syndra', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Nami', 'items': [44, 37, 44], 'name': 'Nami', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT2_Vladimir', 'items': [10202], 'name': 'Vladimir', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Taliyah', 'items': [], 'name': 'Taliyah', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Janna', 'items': [58, 46, 10202], 'name': 'Janna', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Nautilus', 'items': [], 'name': 'Nautilus', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Taric', 'items': [7], 'name': 'Taric', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT2_Amumu', 'items': [69], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT2_Malphite', 'items': [99, 12, 26], 'name': 'Malphite', 'rarity': 3, 'tier': 2}]","Syndra_2,Nami_2,Vladimir_2,Taliyah_2,Janna_2,Nautilus_2,Taric_2,_1,Malphite_2","Crystal_0,Inferno_0,Mage_1,Mountain_1,Mystic_1,Ocean_2,Warden_2,Wind_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,g0d s0nny lee,BRONZE_I
