,companion,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits,units,units_name,trait_name,Aatrox_1,Aatrox_2,Aatrox_3,Annie_1,Annie_2,Annie_3,Ashe_1,Ashe_2,Ashe_3,Azir_1,Azir_2,Azir_3,Brand_1,Brand_2,Brand_3,Braum_1,Braum_2,Braum_3,Diana_1,Diana_2,Diana_3,DrMundo_1,DrMundo_2,DrMundo_3,Ezreal_1,Ezreal_2,Ezreal_3,Ivern_1,Ivern_2,Ivern_3,Janna_1,Janna_2,Jax_1,Jax_2,Jax_3,Khazix_1,Khazix_2,Khazix_3,Kindred_1,Kindred_2,Kindred_3,KogMaw_1,KogMaw_2,KogMaw_3,Leblanc_1,Leblanc_2,Leblanc_3,Lucian_1,Lucian_2,Lucian_3,Lux_1,Lux_2,Malphite_1,Malphite_2,Malphite_3,Malzahar_1,Malzahar_2,Malzahar_3,Maokai_1,Maokai_2,Maokai_3,MasterYi_1,MasterYi_2,Nami_1,Nami_2,Nasus_1,Nasus_2,Nasus_3,Nautilus_1,Nautilus_2,Nautilus_3,Neeko_1,Neeko_2,Neeko_3,Nocturne_1,Nocturne_2,Nocturne_3,Olaf_1,Olaf_2,Olaf_3,Ornn_1,Ornn_2,Ornn_3,Qiyana_1,Qiyana_2,Qiyana_3,RekSai_1,RekSai_2,RekSai_3,Renekton_1,Renekton_2,Renekton_3,Singed_1,Singed_2,Sion_1,Sion_2,Sion_3,Sivir_1,Sivir_2,Sivir_3,Skarner_1,Skarner_2,Skarner_3,Soraka_1,Soraka_2,Soraka_3,Syndra_1,Syndra_2,Syndra_3,Taliyah_1,Taliyah_2,Taliyah_3,Taric_1,Taric_2,Thresh_1,Thresh_2,Thresh_3,Twitch_1,Twitch_2,Twitch_3,Varus_1,Varus_2,Varus_3,Vayne_1,Vayne_2,Vayne_3,Veigar_1,Veigar_2,Veigar_3,Vladimir_1,Vladimir_2,Vladimir_3,Volibear_1,Volibear_2,Volibear_3,Warwick_1,Warwick_2,Warwick_3,Yasuo_1,Yasuo_2,Yasuo_3,Yorick_1,Yorick_2,Yorick_3,Zed_1,Zed_2,Zed_3,Zyra_1,Zyra_2,Zyra_3,_1,_2,_3,Alchemist_1,Avatar_1,Berserker_0,Berserker_1,Berserker_2,Celestial_0,Celestial_1,Crystal_0,Crystal_1,Crystal_2,Desert_0,Desert_1,Desert_2,Druid_0,Druid_1,Electric_0,Electric_1,Electric_2,Electric_3,Inferno_0,Inferno_1,Inferno_2,Inferno_3,Light_0,Light_1,Light_2,Light_3,Mage_0,Mage_1,Mage_2,Metal_0,Metal_1,Metal_2,Metal_3,Mountain_0,Mountain_1,Mystic_0,Mystic_1,Mystic_2,Ocean_0,Ocean_1,Ocean_2,Ocean_3,Poison_0,Poison_1,Predator_0,Predator_1,Set2_Assassin_0,Set2_Assassin_1,Set2_Assassin_2,Set2_Blademaster_0,Set2_Blademaster_1,Set2_Blademaster_2,Set2_Blademaster_3,Set2_Glacial_0,Set2_Glacial_1,Set2_Glacial_2,Set2_Glacial_3,Set2_Ranger_0,Set2_Ranger_1,Set2_Ranger_2,Set2_Ranger_3,Shadow_0,Shadow_1,Shadow_2,Soulbound_0,Soulbound_1,Summoner_0,Summoner_1,Summoner_2,Warden_0,Warden_1,Warden_2,Warden_3,Wind_0,Wind_1,Wind_2,Wind_3,Woodland_0,Woodland_1,Woodland_2,summonerName,division_tier
0,"{'content_ID': '82101c6b-2478-443c-9ad3-f06d58b33e6d', 'skin_ID': 4, 'species': 'PetMiniGolem'}",7,28,7,5,2,_4RiAQB227HmVh1VWswdKWzQQI4ZK3kBrdKFrzcXeHvl3RdfKUX5xYEB-JGTP6kiQxXm8FeqFHCXPg,1557.3873291015625,60,"[{'name': 'Crystal', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 2}, {'name': 'Inferno', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Light', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Poison', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Set2_Glacial', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT2_Vayne', 'items': [19, 12], 'name': 'Vayne', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Braum', 'items': [10204], 'name': 'Braum', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Kindred', 'items': [39, 10204], 'name': 'Kindred', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Ezreal', 'items': [9], 'name': 'Ezreal', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Twitch', 'items': [], 'name': 'Twitch', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Ashe', 'items': [78], 'name': 'Ashe', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Taric', 'items': [67], 'name': 'Taric', 'rarity': 4, 'tier': 1}]","Vayne_2,Braum_2,Kindred_2,Ezreal_2,Twitch_2,Ashe_2,Taric_1","Crystal_1,Inferno_0,Light_0,Poison_0,Set2_Glacial_1,Set2_Ranger_2,Shadow_0,Warden_1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TheTrivialOne,SILVER_II
1,"{'content_ID': '52fbe476-4038-432f-b94e-42914f921320', 'skin_ID': 16, 'species': 'PetGrumpyLion'}",3,35,9,2,3,8w42_mkiOEYf6CW8An1KXY0r6xKvQPc4BVRNxjM6yJwNu7fBmJDygAllBgkRVq9Xwnj_OcA1BCCCGg,2041.0172119140625,160,"[{'name': 'Berserker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Electric', 'num_units': 3, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Inferno', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Light', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Mystic', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Ocean', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set2_Assassin', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Glacial', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Summoner', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Warden', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT2_Yorick', 'items': [10203], 'name': 'Yorick', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Brand', 'items': [37, 66], 'name': 'Brand', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Annie', 'items': [], 'name': 'Annie', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Nami', 'items': [], 'name': 'Nami', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT2_Zed', 'items': [15, 68, 25], 'name': 'Zed', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT2_Volibear', 'items': [], 'name': 'Volibear', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Nautilus', 'items': [], 'name': 'Nautilus', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT2_Ornn', 'items': [], 'name': 'Ornn', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Amumu', 'items': [10203, 15], 'name': '', 'rarity': 4, 'tier': 1}]","Yorick_2,Brand_2,Annie_2,Nami_1,Zed_2,Volibear_2,Nautilus_1,Ornn_2,_1","Berserker_0,Electric_2,Inferno_1,Light_0,Mage_0,Mystic_0,Ocean_1,Set2_Assassin_0,Set2_Glacial_0,Summoner_1,Warden_1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a1d28c050,SILVER_II
2,"{'content_ID': 'eb78f626-c11a-480e-adeb-ed68afec8f81', 'skin_ID': 1, 'species': 'PetGriffin'}",0,34,8,3,1,e76EV2loSu1B8qekPu3orqqrycjIeXKhnQUP2Z3pDb9SvofEIHYZRp4CgYOy9bvxGsUp49BYsq89Rg,1843.35400390625,116,"[{'name': 'Avatar', 'num_units': 1, 'style': 4, 'tier_current': 1, 'tier_total': 1}, {'name': 'Berserker', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Electric', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Metal', 'num_units': 3, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Poison', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Predator', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Set2_Assassin', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Glacial', 'num_units': 6, 'style': 4, 'tier_current': 3, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Warden', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT2_Warwick', 'items': [], 'name': 'Warwick', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Braum', 'items': [10201], 'name': 'Braum', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Volibear', 'items': [67, 10201], 'name': 'Volibear', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_DrMundo', 'items': [78, 25], 'name': 'DrMundo', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Nocturne', 'items': [], 'name': 'Nocturne', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Ezreal', 'items': [], 'name': 'Ezreal', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Olaf', 'items': [16, 26, 29], 'name': 'Olaf', 'rarity': 3, 'tier': 1}, {'character_id': 'TFT2_LuxMetal', 'items': [34, 15], 'name': 'Lux', 'rarity': 5, 'tier': 2}]","Warwick_2,Braum_2,Volibear_2,DrMundo_2,Nocturne_2,Ezreal_2,Olaf_1,Lux_2","Avatar_1,Berserker_1,Electric_0,Metal_2,Poison_0,Predator_0,Set2_Assassin_0,Set2_Glacial_3,Set2_Ranger_0,Warden_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Regretto early,SILVER_II
3,"{'content_ID': '8c27f67c-90b3-4355-9e90-6e92325c6012', 'skin_ID': 4, 'species': 'PetSpiritFox'}",0,27,6,7,0,IV8c2zs4kZ2Vm6Tg0pdEPBQucYmkS5mAVMbJqPXHCJKwOzH9kBwzZTFqz_H37SCpkZKtB8JtFmMxKA,1632.706787109375,53,"[{'name': 'Berserker', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Electric', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Light', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Ocean', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Poison', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Set2_Glacial', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT2_Vayne', 'items': [67, 56], 'name': 'Vayne', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Volibear', 'items': [22, 10204, 49], 'name': 'Volibear', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT2_Thresh', 'items': [], 'name': 'Thresh', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_DrMundo', 'items': [23, 16], 'name': 'DrMundo', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Nautilus', 'items': [], 'name': 'Nautilus', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Sion', 'items': [10204], 'name': 'Sion', 'rarity': 2, 'tier': 2}]","Vayne_2,Volibear_3,Thresh_2,DrMundo_2,Nautilus_2,Sion_2","Berserker_1,Electric_0,Light_0,Ocean_1,Poison_0,Set2_Glacial_0,Set2_Ranger_0,Shadow_0,Warden_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,israël did 911,SILVER_II
4,"{'content_ID': 'c159fe8e-a7c6-4256-9397-d888e9504660', 'skin_ID': 1, 'species': 'PetGemTiger'}",0,31,8,5,0,EzgDnLj8UpszDIprzcTw3n1pdTTPVIw405d7URTa6PyuKPaoC6x0GEGhnE325MXtGj-cS9JxDh8FaA,1830.5792236328125,70,"[{'name': 'Druid', 'num_units': 3, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Inferno', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mage', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Mountain', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Ocean', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Assassin', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Woodland', 'num_units': 4, 'style': 3, 'tier_current': 1, 'tier_total': 2}]","[{'character_id': 'TFT2_Maokai', 'items': [10202], 'name': 'Maokai', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Ivern', 'items': [], 'name': 'Ivern', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Taliyah', 'items': [10202], 'name': 'Taliyah', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Diana', 'items': [], 'name': 'Diana', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_LeBlanc', 'items': [4], 'name': 'Leblanc', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Neeko', 'items': [33, 39, 44], 'name': 'Neeko', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Syndra', 'items': [49, 37, 35], 'name': 'Syndra', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_QiyanaWoodland', 'items': [2], 'name': 'Qiyana', 'rarity': 2, 'tier': 2}]","Maokai_2,Ivern_2,Taliyah_2,Diana_2,Leblanc_2,Neeko_2,Syndra_2,Qiyana_2","Druid_1,Inferno_0,Mage_1,Mountain_1,Ocean_0,Set2_Assassin_1,Woodland_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LD777,SILVER_II
5,"{'content_ID': '63e9f87b-3142-4c4a-8865-76630ecabf0a', 'skin_ID': 18, 'species': 'PetGriffin'}",6,37,9,2,2,rGsnIYTqSFXgFGBb4Z443RztmZcTfuAXkUaBu6KeKbsn1q1qkvRmdVEaslQkzxW1pmIjTPQ4kx6gUA,2085.971923828125,152,"[{'name': 'Avatar', 'num_units': 1, 'style': 4, 'tier_current': 1, 'tier_total': 1}, {'name': 'Inferno', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mage', 'num_units': 7, 'style': 3, 'tier_current': 2, 'tier_total': 2}, {'name': 'Mountain', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Ocean', 'num_units': 6, 'style': 4, 'tier_current': 3, 'tier_total': 3}, {'name': 'Set2_Assassin', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Shadow', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Woodland', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}]","[{'character_id': 'TFT2_Taliyah', 'items': [], 'name': 'Taliyah', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Vladimir', 'items': [], 'name': 'Vladimir', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_LeBlanc', 'items': [10204], 'name': 'Leblanc', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Thresh', 'items': [10204, 59], 'name': 'Thresh', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Syndra', 'items': [], 'name': 'Syndra', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT2_Nautilus', 'items': [55, 25], 'name': 'Nautilus', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Veigar', 'items': [36, 44, 14], 'name': 'Veigar', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Brand', 'items': [7], 'name': 'Brand', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_LuxOcean', 'items': [48, 67], 'name': 'Lux', 'rarity': 5, 'tier': 1}]","Taliyah_2,Vladimir_2,Leblanc_2,Thresh_2,Syndra_1,Nautilus_2,Veigar_2,Brand_2,Lux_1","Avatar_1,Inferno_0,Mage_2,Mountain_0,Ocean_3,Set2_Assassin_0,Shadow_0,Warden_1,Woodland_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,ForYou to PEAK,SILVER_II
6,"{'content_ID': '04a14710-a983-47f9-a956-a9dc090dda13', 'skin_ID': 2, 'species': 'PetGhosty'}",1,35,8,3,1,3kx6n_jHr6lLCstqFKtKgEYWgooQgCRhZf98P_r_oJxMJ9PMNMiIVftgJTSfqaIPfBGHhE8-_Ng62g,2083.118408203125,117,"[{'name': 'Berserker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Desert', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 2}, {'name': 'Metal', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Poison', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 1}, {'name': 'Predator', 'num_units': 3, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set2_Assassin', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Blademaster', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Glacial', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Summoner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}]","[{'character_id': 'TFT2_Sivir', 'items': [], 'name': 'Sivir', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_KogMaw', 'items': [26, 37, 10203], 'name': 'KogMaw', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT2_Nocturne', 'items': [23], 'name': 'Nocturne', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Khazix', 'items': [16, 15, 19], 'name': 'Khazix', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Renekton', 'items': [77], 'name': 'Renekton', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Azir', 'items': [], 'name': 'Azir', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Warwick', 'items': [], 'name': 'Warwick', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_RekSai', 'items': [33, 10203], 'name': 'RekSai', 'rarity': 1, 'tier': 2}]","Sivir_2,KogMaw_3,Nocturne_2,Khazix_2,Renekton_2,Azir_2,Warwick_2,RekSai_2","Berserker_0,Desert_2,Metal_1,Poison_0,Predator_1,Set2_Assassin_0,Set2_Blademaster_0,Set2_Glacial_0,Summoner_0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,without a rival,SILVER_II
