,companion,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits,units,units_name,trait_name,Aatrox_1,Aatrox_2,Aatrox_3,Annie_1,Annie_2,Annie_3,Ashe_1,Ashe_2,Ashe_3,Azir_1,Azir_2,Azir_3,Brand_1,Brand_2,Brand_3,Braum_1,Braum_2,Braum_3,Diana_1,Diana_2,Diana_3,DrMundo_1,DrMundo_2,DrMundo_3,Ezreal_1,Ezreal_2,Ezreal_3,Ivern_1,Ivern_2,Ivern_3,Janna_1,Janna_2,Jax_1,Jax_2,Jax_3,Khazix_1,Khazix_2,Khazix_3,Kindred_1,Kindred_2,Kindred_3,KogMaw_1,KogMaw_2,KogMaw_3,Leblanc_1,Leblanc_2,Leblanc_3,Lucian_1,Lucian_2,Lucian_3,Lux_1,Lux_2,Malphite_1,Malphite_2,Malphite_3,Malzahar_1,Malzahar_2,Malzahar_3,Maokai_1,Maokai_2,Maokai_3,MasterYi_1,MasterYi_2,Nami_1,Nami_2,Nasus_1,Nasus_2,Nasus_3,Nautilus_1,Nautilus_2,Nautilus_3,Neeko_1,Neeko_2,Neeko_3,Nocturne_1,Nocturne_2,Nocturne_3,Olaf_1,Olaf_2,Olaf_3,Ornn_1,Ornn_2,Ornn_3,Qiyana_1,Qiyana_2,Qiyana_3,RekSai_1,RekSai_2,RekSai_3,Renekton_1,Renekton_2,Renekton_3,Singed_1,Singed_2,Sion_1,Sion_2,Sion_3,Sivir_1,Sivir_2,Sivir_3,Skarner_1,Skarner_2,Skarner_3,Soraka_1,Soraka_2,Soraka_3,Syndra_1,Syndra_2,Syndra_3,Taliyah_1,Taliyah_2,Taliyah_3,Taric_1,Taric_2,Thresh_1,Thresh_2,Thresh_3,Twitch_1,Twitch_2,Twitch_3,Varus_1,Varus_2,Varus_3,Vayne_1,Vayne_2,Vayne_3,Veigar_1,Veigar_2,Veigar_3,Vladimir_1,Vladimir_2,Vladimir_3,Volibear_1,Volibear_2,Volibear_3,Warwick_1,Warwick_2,Warwick_3,Yasuo_1,Yasuo_2,Yasuo_3,Yorick_1,Yorick_2,Yorick_3,Zed_1,Zed_2,Zyra_1,Zyra_2,Zyra_3,_1,_2,_3,Alchemist_1,Avatar_1,Berserker_0,Berserker_1,Berserker_2,Celestial_0,Celestial_1,Crystal_0,Crystal_1,Crystal_2,Desert_0,Desert_1,Desert_2,Druid_0,Druid_1,Electric_0,Electric_1,Electric_2,Electric_3,Inferno_0,Inferno_1,Inferno_2,Inferno_3,Light_0,Light_1,Light_2,Light_3,Mage_0,Mage_1,Mage_2,Metal_0,Metal_1,Metal_2,Metal_3,Mountain_0,Mountain_1,Mystic_0,Mystic_1,Mystic_2,Ocean_0,Ocean_1,Ocean_2,Ocean_3,Poison_0,Poison_1,Predator_0,Predator_1,Set2_Assassin_0,Set2_Assassin_1,Set2_Assassin_2,Set2_Blademaster_0,Set2_Blademaster_1,Set2_Blademaster_2,Set2_Blademaster_3,Set2_Glacial_0,Set2_Glacial_1,Set2_Glacial_2,Set2_Glacial_3,Set2_Ranger_0,Set2_Ranger_1,Set2_Ranger_2,Set2_Ranger_3,Shadow_0,Shadow_1,Shadow_2,Soulbound_0,Soulbound_1,Summoner_0,Summoner_1,Summoner_2,Warden_0,Warden_1,Warden_2,Warden_3,Wind_0,Wind_1,Wind_2,Wind_3,Woodland_0,Woodland_1,Woodland_2,summonerName,division_tier
0,"{'content_ID': '90c30ac2-94d9-4f5a-9c78-51f651a53021', 'skin_ID': 18, 'species': 'PetQiyanaDog'}",17,32,6,6,0,5fullSgmYAKcQvPwtNgVLIUkes-l0cQNOVQvFa3xzyKamfC1013zQK1956RXpjQ5AKbQHeOMVqocMQ,1578.595703125,60,"[{'name': 'Inferno', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}]","[{'character_id': 'TFT2_Brand', 'items': [44, 33, 16], 'name': 'Brand', 'rarity': 3, 'tier': 1}]",Brand_1,"Inferno_0,Mage_0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Master Zhang,PLATINUM_IV
1,"{'content_ID': '528d126d-be6e-4bee-912c-edd4a5ee6ea9', 'skin_ID': 1, 'species': 'PetGargoyle'}",20,26,6,6,0,HFpbuykLSTuBUXUNhT2f9pEI0FEF7UbLkOd3d-Ysz1bcvFAknmvZ9QD0nbWqPtFf17By_iJCrd5K7w,1422.2523193359375,35,"[{'name': 'Berserker', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Celestial', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Electric', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mystic', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Glacial', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT2_Leona', 'items': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Braum', 'items': [], 'name': 'Braum', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Volibear', 'items': [], 'name': 'Volibear', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Sion', 'items': [10204], 'name': 'Sion', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Karma', 'items': [10204], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Olaf', 'items': [15, 23, 49], 'name': 'Olaf', 'rarity': 3, 'tier': 1}]","_2,Braum_2,Volibear_2,Sion_2,_2,Olaf_1","Berserker_1,Celestial_1,Electric_0,Mystic_0,Set2_Glacial_1,Shadow_0,Warden_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NM4L,PLATINUM_IV
2,"{'content_ID': 'c159fe8e-a7c6-4256-9397-d888e9504660', 'skin_ID': 1, 'species': 'PetGemTiger'}",30,23,7,7,1,vJcFRGrNy72ejPxlKCCoCx-Eh1DoRbe4IbdEfHwk1eoy-RCMKDec_5w6b3H6Q41mob1xQnmlq8Kd1Q,1298.4908447265625,30,"[{'name': 'Inferno', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Light', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Mage', 'num_units': 4, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Ocean', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Summoner', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Warden', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT2_Vladimir', 'items': [], 'name': 'Vladimir', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Zyra', 'items': [], 'name': 'Zyra', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Thresh', 'items': [], 'name': 'Thresh', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Syndra', 'items': [10203], 'name': 'Syndra', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Yorick', 'items': [10203, 15], 'name': 'Yorick', 'rarity': 3, 'tier': 1}, {'character_id': 'TFT2_Brand', 'items': [37, 44], 'name': 'Brand', 'rarity': 3, 'tier': 1}, {'character_id': 'TFT2_Annie', 'items': [48], 'name': 'Annie', 'rarity': 3, 'tier': 2}]","Vladimir_2,Zyra_2,Thresh_2,Syndra_2,Yorick_1,Brand_1,Annie_2","Inferno_1,Light_0,Mage_1,Ocean_1,Summoner_1,Warden_0",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,shootrshootr,PLATINUM_IV
3,"{'content_ID': '0cb0ea2f-df09-478f-aeba-4c8e26a6c992', 'skin_ID': 8, 'species': 'PetGhosty'}",0,28,7,5,0,XoIP_wmSQLT4iHpEcqggR3dwtunXy2hFRV8xIw3o66WD9i1BXG3zrLTMnOfvQuNdTc3UTU4yx9f7RQ,1564.7647705078125,63,"[{'name': 'Berserker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Desert', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Electric', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Inferno', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Light', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Blademaster', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Glacial', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Summoner', 'num_units': 5, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Warden', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT2_Ornn', 'items': [55], 'name': 'Ornn', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Zyra', 'items': [10203, 37], 'name': 'Zyra', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Volibear', 'items': [], 'name': 'Volibear', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Malzahar', 'items': [14], 'name': 'Malzahar', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Azir', 'items': [28], 'name': 'Azir', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Yorick', 'items': [], 'name': 'Yorick', 'rarity': 3, 'tier': 2}, {'character_id': 'TFT2_Annie', 'items': [69, 10203, 39], 'name': 'Annie', 'rarity': 3, 'tier': 2}]","Ornn_2,Zyra_2,Volibear_2,Malzahar_2,Azir_2,Yorick_2,Annie_2","Berserker_0,Desert_0,Electric_1,Inferno_0,Light_0,Set2_Blademaster_0,Set2_Glacial_0,Shadow_0,Summoner_1,Warden_0",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Bluphenix,PLATINUM_IV
4,"{'content_ID': 'eb78f626-c11a-480e-adeb-ed68afec8f81', 'skin_ID': 1, 'species': 'PetGriffin'}",9,31,8,5,0,KLSYZ47i6PGIwaX01UKxbuFEuahXTrQ7X-QIXlSd5SdNdiznuNuevg_bE3Yr6YWrytNf9i7L0Mc6ew,1622.486083984375,88,"[{'name': 'Berserker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Desert', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Electric', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Inferno', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Light', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Assassin', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Ranger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Summoner', 'num_units': 6, 'style': 3, 'tier_current': 2, 'tier_total': 2}]","[{'character_id': 'TFT2_Zyra', 'items': [], 'name': 'Zyra', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Malzahar', 'items': [14], 'name': 'Malzahar', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Kindred', 'items': [22, 10201, 46], 'name': 'Kindred', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Sion', 'items': [37], 'name': 'Sion', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Azir', 'items': [], 'name': 'Azir', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT2_Yorick', 'items': [], 'name': 'Yorick', 'rarity': 3, 'tier': 1}, {'character_id': 'TFT2_Annie', 'items': [5], 'name': 'Annie', 'rarity': 3, 'tier': 1}, {'character_id': 'TFT2_Zed', 'items': [22, 10201, 14], 'name': 'Zed', 'rarity': 4, 'tier': 2}]","Zyra_2,Malzahar_2,Kindred_2,Sion_2,Azir_1,Yorick_1,Annie_1,Zed_2","Berserker_0,Desert_0,Electric_0,Inferno_1,Light_0,Set2_Assassin_0,Set2_Ranger_0,Shadow_1,Summoner_2",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0175Susan,PLATINUM_IV
5,"{'content_ID': '52fbe476-4038-432f-b94e-42914f921320', 'skin_ID': 16, 'species': 'PetGrumpyLion'}",0,26,8,7,0,yKDpq_HeT6LyOirZs_cuWrmKwH9Qqefe3m3RSc_HfJF3LjoQMAY5fkpEVA8q3yBuLaFuLL8EkfEafA,1440.23291015625,45,"[{'name': 'Berserker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Inferno', 'num_units': 6, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Mage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Assassin', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Set2_Ranger', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Shadow', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Summoner', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT2_Zyra', 'items': [], 'name': 'Zyra', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Diana', 'items': [10202], 'name': 'Diana', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Malzahar', 'items': [], 'name': 'Malzahar', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Varus', 'items': [14], 'name': 'Varus', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Kindred', 'items': [16], 'name': 'Kindred', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Sion', 'items': [10202, 27, 58], 'name': 'Sion', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Brand', 'items': [], 'name': 'Brand', 'rarity': 3, 'tier': 1}, {'character_id': 'TFT2_Amumu', 'items': [], 'name': '', 'rarity': 4, 'tier': 1}]","Zyra_2,Diana_2,Malzahar_2,Varus_2,Kindred_2,Sion_2,Brand_1,_1","Berserker_0,Inferno_2,Mage_0,Set2_Assassin_0,Set2_Ranger_1,Shadow_1,Summoner_0,Warden_1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Listenss,PLATINUM_IV
6,"{'content_ID': '2915bce7-3ceb-4d54-aee9-76619e0adf8d', 'skin_ID': 4, 'species': 'PetGrumpyLion'}",3,27,8,6,0,G92jo5nTj-C2T_Gxb6F46KR70l5b7qg3SR3SqoIsaS2Gryd_I2Ck1IjSYm6Iw9Dj2IX6_9AKIuKuCw,1579.953125,79,"[{'name': 'Celestial', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Druid', 'num_units': 3, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Mystic', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Ocean', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Warden', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Wind', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Woodland', 'num_units': 3, 'style': 3, 'tier_current': 1, 'tier_total': 2}]","[{'character_id': 'TFT2_Maokai', 'items': [77, 58], 'name': 'Maokai', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Ivern', 'items': [10201], 'name': 'Ivern', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Leona', 'items': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Thresh', 'items': [], 'name': 'Thresh', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT2_Neeko', 'items': [33, 39, 44], 'name': 'Neeko', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT2_Nautilus', 'items': [], 'name': 'Nautilus', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Karma', 'items': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Janna', 'items': [], 'name': 'Janna', 'rarity': 3, 'tier': 1}]","Maokai_2,Ivern_2,_2,Thresh_1,Neeko_2,Nautilus_2,_2,Janna_1","Celestial_1,Druid_1,Mystic_1,Ocean_1,Warden_2,Wind_0,Woodland_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,RedRedSword,PLATINUM_IV
7,"{'content_ID': '96b11d36-4ccd-4156-9bbe-99b1e309ac34', 'skin_ID': 2, 'species': 'PetPenguKnight'}",1,28,7,6,0,waQVMmQYhAGordm6kDEnIMYjUwuCbQXqpiytvHfoYOdib_kz_pZc2sY6ThdfAn5FFMKwT29Nosvwnw,1565.290771484375,59,"[{'name': 'Celestial', 'num_units': 2, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'Light', 'num_units': 6, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Mystic', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'Set2_Blademaster', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set2_Ranger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Summoner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'Warden', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT2_Nasus', 'items': [15], 'name': 'Nasus', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Vayne', 'items': [26, 23, 29], 'name': 'Vayne', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Leona', 'items': [68], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT2_Aatrox', 'items': [], 'name': 'Aatrox', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Soraka', 'items': [10203, 3], 'name': 'Soraka', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Karma', 'items': [10203], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT2_Yorick', 'items': [], 'name': 'Yorick', 'rarity': 3, 'tier': 1}]","Nasus_2,Vayne_2,_2,Aatrox_2,Soraka_2,_2,Yorick_1","Celestial_1,Light_2,Mystic_1,Set2_Blademaster_0,Set2_Ranger_0,Summoner_0,Warden_1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Borealchamp,PLATINUM_IV
